city,final_hub,name,address,accreditation_type,website,phone,lat,lng,nabh_speciality_codes,nabh_speciality_names,nabh_speciality_count,match_type,match_score,Hospital Id,Hospital Name,State,District,Hospital Contact,Current Specialities,Hospital Type,Empanelment Type,Application Status,Hospital Address,pmjay_speciality_count,final_city,p_focused_specialities,p_focused_count,unified_specialities,unified_count,unified_score,super_specialities_score_v2,google_rating,google_reviews,Unnamed: 34,Hospital_type,diff_score,unified_specialities_updated,market_alignment_score,Hospital_type_v3,New_Types_V2,reviews_phone,reviews_website,reviews_lat,reviews_lng,New_Types
jaipur,JAIPUR,marudhar hospital,"A 93-99, SINGH BHOOMI, KHATIPURA JAIPUR, A 93-99, SINGH BHOOMI, KHATIPURA JAIPUR, A 93-99, SINGH BHOOMI, KHATIPURA JAIPUR, A 93-99, SINGH BHOOMI, KHATIPURA JAIPUR, Rajasthan, India,  302021",Accredited,http://marudharhospital.com/,+91 96361 80222,26.9269229,75.7463238,CAR|EMD|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|Gastroenterology|General Medicine|Nephrology|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,10,NABH+PMJAY,100,HOSP8P126195,MARUDHAR HOSPITAL,RAJASTHAN,JAIPUR,9873975001,"M1, M2, S8, M7, S7, M3, M4, M5, M6, S1, S10, S11, S12, S14, S15, S16, S2, S3, S4, S5, S6, S9, BM, CP, MC, MG, MN, MO, MP, MR, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU, SV",Private(For Profit),Only CGHS,Hospital Approved for Empanelment,,42,JAIPUR,"M1, S8, M7, S7, M5, M6, S1, S12, S15, S5, CP, MC, MG, MO, MR, SB, SG, SN, SU, SV",2,CAR|EMD|GAS|MED|NEU|NPH|ONC|ORT|PUL|URO,10,11.3,3.78,4.3,2115,,TERTIARY,10,CAR|EMD|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,10,TERTIARY,Advanced Multispecialty,096361 80222,https://marudharhospital.com/,26.9269229,75.7463238,Advanced Multispecialty
jaipur,JAIPUR,amar jain hospital,"374, Block - C, Amrapali Circle, Vaishali Nagar  Jaipur - 302021, Rajasthan",Accredited,http://www.whcglobal.in/,+91 95492 19991,26.9115629,75.74408,CAR|EMD|MED|NEU|NPH|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|General Medicine|Nephrology|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,8,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|EMD|MED|NEU|NPH|ORT|PUL|URO,8,8,3.17,3.7,209,,ADVANCED,8.89,CAR|EMD|MED|NEU|NPH|OPH|ORT|PUL|SUR|URO,8.89,ADVANCED,Advanced Multispecialty,,,26.9202744,75.8215394,Advanced Multispecialty
jaipur,JAIPUR,krishna heart & general hospital,"138, Prem Niwas, Pandit T.N Mishra Road  Swami Vihar, Nirman Nagar  Jaipur - 302019, Rajasthan",Accredited,http://www.krishnacardiac.com/,+91 70457 89531,26.8816005,75.7560907,CAR|MED|OPH|PUL|SUR,Cardiology|General Medicine|Ophthalmology|Pulmonology|Surgery,3,NABH+PMJAY,93.94,HOSP8P105009,Krishna Heart and General Hospital,RAJASTHAN,JAIPUR,-NA-,"M1, M7, S1, S12, S2, S4",Private(For Profit),PMJAY,Hospital Approved for Empanelment,,6,JAIPUR,"M1, M7, S1, S12",6,CAR|EMD|MED|PUL,4,4.1,2.05,4.1,375,,CORE,5.46,CAR|EMD|MED|OPH|PUL|SUR,5.46,CORE,Boutique Super-Specialty,0141 239 9630,http://www.krishnaheartjaipur.com/,26.8828243,75.7559943,Boutique Super-Specialty
jaipur,JAIPUR,bhagwan mahaveer cancer hospital & research centre,"Jawahar Lal Nehru Marg, Jawahar Lal Nehru Marg, Jaipur, Jaipur, Rajasthan, India, 302017",Accredited,http://www.bmchrc.org/,+91 1800 121 1711,26.8757655,75.8101435,CAR|EMD|MED|ONC|OPH|SUR,Cardiology|Emergency Medicine|General Medicine|Oncology|Ophthalmology|Surgery,4,NABH+PMJAY,88.07,HOSP8P128208,BHAGWAN MAHAVEER CANCER HOSPITAL AND RESEARCH CANTRE JAIPUR,RAJASTHAN,JAIPUR,9828073480,"M5, M6, S15",Private(Not For Profit),Only CGHS,Hospital Approved for Empanelment,BHAGWAN MAHAVEER CANCER HOSPITAL AND RESEARCH CANTRE JAIPUR,3,JAIPUR,"M5, M6, S15",4,CAR|EMD|MED|ONC,4,4.2,2.48,4.7,6541,,CORE,7.51,CAR|EMD|MED|ONC|OPH|SUR,7.51,CORE,Boutique Super-Specialty,1800 121 1711,http://www.bmchrc.org/,26.8650674,75.8046254,Boutique Super-Specialty
jaipur,JAIPUR,scr (sir chhotu ram) hospital & research center,"S-1, S BLOCK OPP. MOSAIC HOTEL ,SIRSI ROAD ,VESHALI NAGAR , JAIPUR, S-1, S BLOCK OPP. MOSAIC HOTEL ,SIRSI ROAD ,VESHALI NAGAR , JAIPUR, JAIPUR, Jaipur, Rajasthan, India, 302021",Accredited,https://scrhospital.in/,+91 72328 32100,26.9197836,75.7391468,CAR|GAS|MED|OPH|ORT|SUR|URO,Cardiology|Gastroenterology|General Medicine|Ophthalmology|Orthopedics|Surgery|Urology,5,NABH+PMJAY,96.7,HOSP8P134093,SCR SIR CHOTU RAM HOSPITAL & RESEARCH CENTER,RAJASTHAN,JAIPUR,7232832100,"CP, MC, MG, MO, MP, MR, OC, SB, SG, SL, SN, SO, SP, SS, SV",Private(For Profit),Only CGHS,Hospital Approved for Empanelment,,15,JAIPUR,"CP, MC, MG, MO, MR, SB, SG, SN, SV",2,CAR|EMD|GAS|MED|NEU|ONC|ORT|URO,8,8.3,3.43,4.8,703,,TERTIARY,9.85,CAR|EMD|GAS|MED|NEU|ONC|OPH|ORT|SUR|URO,9.85,TERTIARY,Standard Secondary General,072328 32100,https://scrhospital.in/,26.9197916,75.7391468,Standard Secondary General
jaipur,JAIPUR,manipal hospital private limited,"Main Sikar Road, Vidhyadhar Nagar , Sector 05, Jaipur, Rajasthan, India, 302013",Accredited,https://www.manipalhospitals.com/jaipur/?utm_source=gmb,+91 91166 56540,26.9552004,75.7715806,CAR|EMD|END|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR,Cardiology|Emergency Medicine|Endocrinology|Gastroenterology|General Medicine|Nephrology|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery,10,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|EMD|END|GAS|MED|NEU|NPH|ONC|ORT|PUL,10,10,3.75,4.9,21709,,TERTIARY,10,CAR|EMD|END|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR,10,TERTIARY,Tertiary Corporate,091166 56540,https://www.manipalhospitals.com/jaipur/?utm_source=gmb,26.9687055,75.7734221,Tertiary Corporate
jaipur,JAIPUR,nivik neuro trauma and multispeciality hospital,"Metro Pillar No.1, Mansarovar Metro Station  Jaipur - 302020, Rajasthan",Accredited,https://www.nivikhospital.com/,+91 96029 94307,26.8795368,75.7506835,CAR|GAS|MED|NEU|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|Gastroenterology|General Medicine|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,8,NABH+PMJAY,95.65,HOSP8P168551,NIVIK NEURO TRAUMA & MULTISPECIALITY HOSPITAL,RAJASTHAN,JAIPUR,8005837732,"MG, OC, SB, SG, SN",Private(Not For Profit),Only CGHS,Hospital Approved for Empanelment,,5,JAIPUR,"MG, SB, SG, SN",8,CAR|GAS|MED|NEU|ONC|ORT|PUL|URO,8,8.1,3.46,4.7,1304,,TERTIARY,9.9,CAR|GAS|MED|NEU|ONC|OPH|ORT|PUL|SUR|URO,9.9,TERTIARY,Boutique Super-Specialty,096029 94307,https://www.nivikhospital.com/,26.878927,75.7447685,Boutique Super-Specialty
jaipur,JAIPUR,metro mas heart care & multispecialty hospital,"Shipra Path, Near Technology Park, Mansarovar Park, Jaipur, Jaipur, Rajasthan, India, 302020",Accredited,,+91 141 666 1234,26.8681815,75.7665168,CAR|EMD|END|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|Endocrinology|Gastroenterology|General Medicine|Nephrology|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,11,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|EMD|END|GAS|MED|NEU|NPH|ONC|ORT|PUL|URO,11,11,3.91,4.4,5080,,TERTIARY,10,CAR|EMD|END|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,10,TERTIARY,Advanced Multispecialty,0141 666 1234,https://www.metrohospitals.com/hospital/metro-mas-hospital-jaipur-rajasthan/,26.8681622,75.7683366,Advanced Multispecialty
jaipur,JAIPUR,indus jaipur hospital (a unit sharma memorial hospital & research institute),"Sector 5, Near Technology ParkShipra Path , MansarovarJaipurRajasthan - 302020, Jaipur, Rajasthan, 302020",Accredited,http://www.indusjh.com/,+91 141 278 0970,26.8675113,75.7675553,CAR|END|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|Endocrinology|Gastroenterology|General Medicine|Nephrology|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,10,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|END|GAS|MED|NEU|NPH|ONC|ORT|PUL|URO,10,10,3.81,4.3,1509,,TERTIARY,10,CAR|END|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,10,TERTIARY,Advanced Multispecialty,0141 278 0970,http://www.indusjh.com/,26.867914,75.7674929,Advanced Multispecialty
jaipur,JAIPUR,dana shivam heart and super speciality hospital,"Plot No. 2, Sector No. 2  Opp. Central Spine Building Vidhyadhar Nagar  Jaipur - 302023, Rajasthan",Accredited,https://danashivamhospital.com/,+91 91160 03461,26.959566,75.775684,CAR|EMD|GAS|MED|NEU|OPH|ORT|SUR|URO,Cardiology|Emergency Medicine|Gastroenterology|General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,7,NABH+PMJAY,98.92,HOSP8P104917,Dana Shivam Heart and Superspeciality Hospital,RAJASTHAN,JAIPUR,-NA-,"M1, M7, S1, S10, S11, S12, S2, S3, S4, S5, S8, S9",Private(For Profit),PMJAY,Hospital Approved for Empanelment,,12,JAIPUR,"M1, M7, S1, S12, S5, S8",6,CAR|EMD|GAS|MED|NEU|ORT|URO,7,7.1,2.98,4.3,1005,,ADVANCED,8.77,CAR|EMD|GAS|MED|NEU|OPH|ORT|SUR|URO,8.77,ADVANCED,Boutique Super-Specialty,,,26.9600896,75.7774373,Boutique Super-Specialty
jaipur,JAIPUR,bhandari hospital & research centre,"138-A VASUNDHRA COLONY, Jaipur, Rajasthan, 302020",Accredited,http://www.bhrcindia.com/,+91 731 473 3333,26.864052,75.793937,CAR|EMD|GAS|MED|NEU|ONC|OPH|PUL|SUR|URO,Cardiology|Emergency Medicine|Gastroenterology|General Medicine|Neurosciences|Oncology|Ophthalmology|Pulmonology|Surgery|Urology,8,NABH+PMJAY,97.14,HOSP8P104922,BHANDARI HOSPITAL n RESEARCH CENTRE,RAJASTHAN,JAIPUR,-NA-,"M1, M7, M2, S1, S10, S11, S2, S3, S4, S5, S8, S9",Private(For Profit),PMJAY,Hospital Approved for Empanelment,,12,JAIPUR,"M1, M7, S1, S5, S8",6,CAR|EMD|GAS|MED|NEU|ONC|ORT|PUL|URO,9,9.1,3.56,4.4,3327,,TERTIARY,10,CAR|EMD|GAS|MED|NEU|ONC|OPH|ORT|PUL|SUR|URO,10,TERTIARY,Advanced Multispecialty,096600 06228,https://bhandarihospital.net/,26.86364,75.7937864,Advanced Multispecialty
jaipur,JAIPUR,khetan hospital,"Khetan Chauraha, Sikar Road, Jaipur 302039, Rajasthan, India, Jaipur, Rajasthan, 302029",Accredited,https://www.khetanhospital.com/,+91 141 350 8469,26.9589744,75.7711745,CAR|EMD|GAS|MED|NEU|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|Gastroenterology|General Medicine|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,8,NABH+PMJAY,100,HOSP8P211017,KHETAN HOSPITAL,RAJASTHAN,JAIPUR,9602064496,"CP, MC, MG, MP, OC, SB, SG, SM, SO, SP, SU, SV",Private(For Profit),Only CGHS,Hospital Approved for Empanelment,,12,JAIPUR,"CP, MC, MG, SB, SG, SU, SV",2,CAR|EMD|GAS|MED|NEU|ORT|PUL|URO,8,8.2,3.11,4.4,693,,TERTIARY,8.9,CAR|EMD|GAS|MED|NEU|OPH|ORT|PUL|SUR|URO,8.9,TERTIARY,Boutique Super-Specialty,0141 350 8469,https://www.khetanhospital.com/,26.9590538,75.7712938,Boutique Super-Specialty
jaipur,JAIPUR,monilek hospital & research centre,"Sector-4, Jawahar Nagar, Jaipur, Jaipur, Rajasthan, India, 302004",Accredited,,,26.8859553,75.8335417,CAR|END|GAS|MED|NEU|NPH|OPH|SUR,Cardiology|Endocrinology|Gastroenterology|General Medicine|Nephrology|Neurosciences|Ophthalmology|Surgery,6,NABH+PMJAY,100,HOSP8P129303,MONILEK HOSPITAL & RESEARCH CENTRE ,RAJASTHAN,JAIPUR,9261000123,"M1, M7, S7, M3, S1, S12, S2, S3, S4, S5",Private(Not For Profit),Only CGHS,Hospital Approved for Empanelment,"SECTOR - 04, JAWAHAR NAGAR",10,JAIPUR,"M1, M7, S7, S1, S12, S5",4,CAR|EMD|END|GAS|MED|NEU|NPH|ORT|URO,9,9.1,3.37,4.2,476,,TERTIARY,9.57,CAR|EMD|END|GAS|MED|NEU|NPH|OPH|ORT|SUR|URO,9.57,TERTIARY,Boutique Super-Specialty,072210 00123,https://www.monilekhospital.com/,26.886919,75.8340895,Boutique Super-Specialty
jaipur,JAIPUR,ganadhipati purushottam shekhawati hospital & research centre,"Sector 2, Central Spine, Vidhyadhar Nagar, Jaipur, Rajasthan, India, 302039",Accredited,https://www.shekhawatihospital.com/,+91 97853 11311,26.9617234,75.7800034,CAR|EMD|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|Gastroenterology|General Medicine|Nephrology|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,10,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|EMD|GAS|MED|NEU|NPH|ONC|ORT|PUL|URO,10,10,3.78,4.7,2314,,TERTIARY,10,CAR|EMD|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,10,TERTIARY,Advanced Multispecialty,097853 11311,https://www.shekhawatihospital.com/,26.9598455,75.777465,Advanced Multispecialty
jaipur,JAIPUR,rukmani birla hospital (a unit of the calcutta medical research institute),"Gopalpura Bypass Road,Near Triveni Flyover, Jaipur, Rajasthan, 302018",Accredited,https://ckbirlahospitals.com/rbh,+91 74128 90005,26.8626216,75.7844763,CAR|EMD|GAS|MED|NEU|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|Gastroenterology|General Medicine|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,8,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|EMD|GAS|MED|NEU|ORT|PUL|URO,8,8,3.11,4.8,17714,,ADVANCED,9.11,CAR|EMD|GAS|MED|NEU|OPH|ORT|PUL|SUR|URO,9.11,ADVANCED,Tertiary Corporate,080 6213 6530,https://ckbirlahospitals.com/rbh,26.8627282,75.7847499,Tertiary Corporate
jaipur,JAIPUR,khandelwal heart institute,"MS-2, KUKURKHEDA, OPPOSITE V.K.I. ROAD, SIKER ROAD, JAIPUR, JAIPUR, Rajasthan, India, 302039",Accredited,,+91 90015 11138,26.9762725,75.7722631,CAR|GAS|MED|NEU|NPH|ORT|PUL|URO,Cardiology|Gastroenterology|General Medicine|Nephrology|Neurosciences|Orthopedics|Pulmonology|Urology,8,NABH+PMJAY,100,HOSP8P210782,khandelwal Heart Institute,RAJASTHAN,JAIPUR,9887123333,"CP, MC, MG, OC, SB, SG, SU, SV",Private(For Profit),Only CGHS,Hospital Approved for Empanelment,,8,JAIPUR,"CP, MC, MG, SB, SG, SU, SV",2,CAR|EMD|GAS|MED|NEU|NPH|ORT|PUL|URO,9,9.2,3.37,4,560,,TERTIARY,9.08,CAR|EMD|GAS|MED|NEU|NPH|ORT|PUL|URO,9.08,TERTIARY,Boutique Super-Specialty,090015 11138,,26.9762725,75.7722631,Boutique Super-Specialty
jaipur,JAIPUR,apex hospital mansarovar,"55-Rajat Path, Ward 27, Sector 5, Mansarovar  Jaipur - 302020, Rajasthan",Accredited,https://www.apexhospitals.com/hospitals/mansarovar?utm_source=google&utm_campaign=GMB+Page,+91 98290 30011,26.8659405,75.7617176,CAR|MED|NEU|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|General Medicine|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,7,NABH+PMJAY,100,HOSP8P129173,Apex Hospital Mansarovar ,RAJASTHAN,JAIPUR,9001493887,"M1, M7, S1, S10, S11, S12, S14, S16, S2, S4, S5, S7",Private(For Profit),Only CGHS,Hospital Approved for Empanelment,,12,JAIPUR,"M1, M7, S1, S12, S5, S7",7,CAR|EMD|MED|NEU|ONC|ORT|PUL|URO,8,8.1,3.37,4.7,3032,,TERTIARY,9.9,CAR|EMD|MED|NEU|ONC|OPH|ORT|PUL|SUR|URO,9.9,TERTIARY,Tertiary Corporate,098290 30011,https://www.apexhospitals.com/hospitals/mansarovar?utm_source=google&utm_campaign=GMB+Page,26.8657266,75.7627953,Tertiary Corporate
jaipur,JAIPUR,maharaja agrasen superspeciality hospital,"Central Spine Sector 7, Vidhyadhar Nagar  Jaipur - 302039, Rajasthan",Accredited,http://www.maharajaagrasenhospital.in/Contact.aspx,,26.9647164,75.7832789,CAR|MED|ONC|OPH|ORT|SUR|URO,Cardiology|General Medicine|Oncology|Ophthalmology|Orthopedics|Surgery|Urology,5,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|MED|ONC|ORT|URO,5,5,2.73,3.1,45,,ADVANCED,7.3,CAR|MED|ONC|OPH|ORT|SUR|URO,7.3,ADVANCED,Advanced Multispecialty,,http://www.maharajaagrasenhospital.in/Contact.aspx,26.9664394,75.78432,Advanced Multispecialty
jaipur,JAIPUR,manglamplus medicity llp,"Sector-5, Shipra Path, Mansarovar  Jaipur - 302020, Rajasthan",Accredited,https://m2hospital.com/,+91 79 6911 5555,26.8600311,75.7705795,CAR|EMD|END|GAS|MED|NEU|NPH|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|Endocrinology|Gastroenterology|General Medicine|Nephrology|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,10,NABH+PMJAY,97.87,HOSP8P210756,MANGLAMPLUS MEDCITY LLP,RAJASTHAN,JAIPUR,9636442559,"CP, MC, MG, MN, MP, OC, SB, SG, SL, SM, SN, SO, SP, SS, SU",Private(For Profit),Only CGHS,Hospital Approved for Empanelment,,15,JAIPUR,"CP, MC, MG, SB, SG, SN, SU",2,CAR|EMD|END|GAS|MED|NEU|NPH|ORT|PUL|URO,10,10.1,3.5,4.2,1299,,TERTIARY,9.91,CAR|EMD|END|GAS|MED|NEU|NPH|OPH|ORT|PUL|SUR|URO,9.91,TERTIARY,Advanced Multispecialty,079 6911 5555,https://m2hospital.com/,26.8675028,75.769342,Advanced Multispecialty
jaipur,JAIPUR,tagore hospital and research institute  (a unit of maya kanwar ba mahila vikas samiti),"Tagore Line Sector - 7, Shipra Path, Mansarovar  Jaipur - 302020, Rajasthan",Accredited,https://www.tagorehospital.org/,+91 96104 88886,26.8583852,75.7725576,CAR|EMD|GAS|MED|NEU|NPH|OPH|ORT|SUR|URO,Cardiology|Emergency Medicine|Gastroenterology|General Medicine|Nephrology|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,8,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|EMD|GAS|MED|NEU|NPH|ORT|URO,8,8,3.23,4.4,851,,ADVANCED,9.33,CAR|EMD|GAS|MED|NEU|NPH|OPH|ORT|SUR|URO,9.33,ADVANCED,Advanced Multispecialty,096104 88886,https://www.tagorehospital.org/,26.8586061,75.7696668,Advanced Multispecialty
jaipur,JAIPUR,escorts fortis hospital,"Jawahar Lal Nehru Marg, Malviya Nagar, Jaipur, Jaipur, Rajasthan, India, 302017",Accredited,https://www.fortishealthcare.com/location/fortis-escorts-hospital-jaipur?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,+91 85888 30118,26.8555152,75.8050627,CAR|END|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|Endocrinology|Gastroenterology|General Medicine|Nephrology|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,10,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|END|GAS|MED|NEU|NPH|ONC|ORT|PUL|URO,10,10,3.81,4.5,8318,,TERTIARY,10,CAR|END|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,10,TERTIARY,Tertiary Corporate,085888 30118,https://www.fortishealthcare.com/,26.8463447,75.8034836,Tertiary Corporate
jaipur,JAIPUR,rungta hospital,"Calgiri Road, Malviya Nagar, Jaipur, Jaipur, Rajasthan, India, 302017",Accredited,https://www.rungtahospital.com/,+91 89550 00333,26.8572224,75.8154109,CAR|EMD|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|Gastroenterology|General Medicine|Nephrology|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,10,NABH+PMJAY,100,HOSP8P104950,RUNGTA HOSPITAL,RAJASTHAN,JAIPUR,-NA-,"M1, M7, M2, S1, S10, S11, S2, S3, S4, S5, S8, S9",Private(For Profit),PMJAY,Hospital Approved for Empanelment,,12,JAIPUR,"M1, M7, S1, S5, S8",6,CAR|EMD|GAS|MED|NEU|NPH|ONC|ORT|PUL|URO,10,10.1,3.78,4.8,12800,,TERTIARY,10,CAR|EMD|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,10,TERTIARY,Advanced Multispecialty,089550 00333,https://www.rungtahospital.com/,26.8575698,75.815341,Advanced Multispecialty
jaipur,JAIPUR,dhanwantri hospital and research center (a unit of dhanvantri life care private limited),"67/56-A NEAR MANDARA BUS STAND NEW SANGANER ROAD, NEW SANGANER ROAD, JAIPUR, JAIPUR, Rajasthan, India, 302020",Accredited,https://dhanwantrihealthcare.in/,+91 98290 55760,26.8549147,75.7603301,CAR|MED|NEU|OPH|ORT|PUL|SUR|URO,Cardiology|General Medicine|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,6,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|MED|NEU|ORT|PUL|URO,6,6,2.79,4.1,629,,ADVANCED,7.76,CAR|MED|NEU|OPH|ORT|PUL|SUR|URO,7.76,ADVANCED,Advanced Multispecialty,098290 55760,,26.8725779,75.7519156,Advanced Multispecialty
jaipur,JAIPUR,suvira hospital  (a unit of suvira super hospitals pvt. ltd.),"7/C-02, Shipra Path, Mansarovar  Jaipur - 302020, Rajasthan",Accredited,https://www.suvirahospital.com/,+91 141 486 4100,26.8504426,75.7733613,CAR|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|Gastroenterology|General Medicine|Nephrology|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,9,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|GAS|MED|NEU|NPH|ONC|ORT|PUL|URO,9,9,3.68,4.7,912,,TERTIARY,10,CAR|GAS|MED|NEU|NPH|ONC|OPH|ORT|PUL|SUR|URO,10,TERTIARY,Advanced Multispecialty,0141 486 4100,https://www.suvirahospital.com/,26.8579366,75.7731064,Advanced Multispecialty
jaipur,JAIPUR,saket medicare & research centre pvt. ltd.,"SECTOR 10 MEERA MARG, MANSAROVER, JAIPUR, JAIPUR, Rajasthan, India, 302020",Accredited,,+91 22 2636 4490,26.8501454,75.7678513,CAR|EMD|END|GAS|MED|NEU|NPH|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|Endocrinology|Gastroenterology|General Medicine|Nephrology|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,10,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|EMD|END|GAS|MED|NEU|NPH|ORT|PUL|URO,10,10,3.5,4.1,1473,,TERTIARY,9.7,CAR|EMD|END|GAS|MED|NEU|NPH|OPH|ORT|PUL|SUR|URO,9.7,TERTIARY,Standard Secondary General,0141 278 5075,http://www.sakethospital.in/,26.8489914,75.7649892,Standard Secondary General
jaipur,JAIPUR,liberty hospital,"115, Tagore Path, Sector-11, Agarwal Farm, Mansarovar, Jaipur, Jaipur, Rajasthan, 302020",Empaneled,,,26.8446593,75.7752366,CAR|GAS|MED|NEU|ONC|OPH|ORT|SUR|URO,Cardiology|Gastroenterology|General Medicine|Neurosciences|Oncology|Ophthalmology|Orthopedics|Surgery|Urology,7,NABH+PMJAY,100,HOSP8P104991,Liberty Hospital,RAJASTHAN,JAIPUR,-NA-,"M1, M7, M2, S1, S10, S11, S12, S2, S3, S4, S5, S8, S9",Private(For Profit),PMJAY,Hospital Approved for Empanelment,,13,JAIPUR,"M1, M7, S1, S12, S5, S8",6,CAR|EMD|GAS|MED|NEU|ONC|ORT|URO,8,8.1,3.43,4.7,283,,ADVANCED,9.4,CAR|EMD|GAS|MED|NEU|ONC|OPH|ORT|SUR|URO,9.4,ADVANCED,Standard Secondary General,096801 31836,http://www.libertyhospital.in/,26.844148,75.7741746,Standard Secondary General
jaipur,JAIPUR,joseph sahayam speciality hospital,"Plot No. 1, Khatipura Main Road, Between HP and Bharat Petrol Pump, Pratap Nagar, Jaipur, Kanyakumari, Tamil Nadu, 302012",Empaneled,,,26.9243907,75.7073116,CAR|MED|NEU|OPH|SUR,Cardiology|General Medicine|Neurosciences|Ophthalmology|Surgery,3,NABH_ONLY,0,,,,,,,,,,,,,,,CAR|MED|NEU,3,3,2.24,4.4,278,,CORE,6.16,CAR|MED|NEU|OPH|SUR,6.16,CORE,Boutique Super-Specialty,04652 226 021,,8.1792492,77.4332476,Boutique Super-Specialty
jaipur,JAIPUR,apex hospitals pvt. ltd.,"SP 4 & 6, Malviya Nagar  Jaipur - 302017, Rajasthan",Accredited,https://www.apexhospitals.com/hospitals/malviya-nagar?utm_source=google&utm_campaign=GMB+Page,+91 98290 30011,26.8437601,75.8175392,CAR|EMD|END|GAS|MED|NEU|ONC|OPH|ORT|PUL|SUR|URO,Cardiology|Emergency Medicine|Endocrinology|Gastroenterology|General Medicine|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,10,NABH+PMJAY,93.33,HOSP8P104955,Apex Hospital pvt ltd,RAJASTHAN,JAIPUR,-NA-,"M1, M7",Private(For Profit),PMJAY,Hospital Approved for Empanelment,,2,JAIPUR,"M1, M7",6,CAR|EMD|END|GAS|MED|NEU|ONC|ORT|PUL|URO,10,10,3.69,4.6,6065,,TERTIARY,10,CAR|EMD|END|GAS|MED|NEU|ONC|OPH|ORT|PUL|SUR|URO,10,TERTIARY,Tertiary Corporate,098290 30011,https://www.apexhospitals.com/hospitals/malviya-nagar?utm_source=google&utm_campaign=GMB+Page,26.8547693,75.8252627,Tertiary Corporate
